id,organization_id,product_id,external_id,title,description,price,currency,url,thumbnail_url,images,attributes,tags,source_type,source_url,is_active,search_vector,last_synced_at,created_at,updated_at,videos,documents
da830e71-3d6c-4d9b-bd02-f8a9ed113912,1955af5f-a628-4391-89ef-e56c996b23e9,11111111-aaaa-4aaa-aaaa-000000000001,,Citroën Basalt 0km,"SUV Coupé compacto, diseño audaz, alta posición de manejo y conectividad total.",,PYG,https://www.citroen.com.py/cotizar.html?modelo=basalt,https://www.citroen.com.py/content/dam/citroen/paraguay/basalt/colores/visualizer-basalt-azul-cosmo.png,{https://www.citroen.com.py/content/dam/citroen/paraguay/basalt/colores/visualizer-basalt-azul-cosmo.png},"{""ano"": 2025, ""tipo"": ""SUV Coupé"", ""marca"": ""Citroën"", ""modelo"": ""Basalt"", ""condicion"": ""0km"", ""precio_publico"": ""a cotizar""}","{citroen,basalt,0km,suv,nuevo}",manual,https://www.citroen.com.py/modelos/basalt.html,t,"'0km':3A,6B,14B '2025':9B 'alta':22C 'audaz':21C 'basalt':2A,5B,13B 'citroen':4B 'citroën':1A,12B 'compact':19C 'conectividad':27C 'cotiz':16B 'coup':11B,18C 'diseñ':20C 'manej':25C 'nuev':8B 'posición':23C 'suv':7B,10B,17C 'total':28C 'y':26C",,2026-06-16 15:52:39.070381+00,2026-06-16 15:52:39.070381+00,{},[]
3dac88b6-ad7f-4470-8f59-c618a096e589,1955af5f-a628-4391-89ef-e56c996b23e9,11111111-aaaa-4aaa-aaaa-000000000001,,Citroën C3 Aircross 0km,"SUV familiar 5/7 asientos. Espacio, modularidad y diseño robusto.",,PYG,https://www.citroen.com.py/cotizar.html?modelo=c3-aircross,https://www.citroen.com.py/content/dam/citroen/paraguay/c3aircross/rojo.png,{https://www.citroen.com.py/content/dam/citroen/paraguay/c3aircross/rojo.png},"{""ano"": 2025, ""tipo"": ""SUV"", ""marca"": ""Citroën"", ""modelo"": ""C3 Aircross"", ""condicion"": ""0km"", ""precio_publico"": ""a cotizar""}","{citroen,aircross,0km,suv,nuevo}",manual,https://www.citroen.com.py/modelos/C3-aircross.html,t,"'0km':4A,7B,15B '2025':10B '5/7':20C 'aircross':3A,6B,14B 'asient':21C 'c3':2A,13B 'citroen':5B 'citroën':1A,12B 'cotiz':17B 'diseñ':25C 'espaci':22C 'famili':19C 'modularidad':23C 'nuev':9B 'robust':26C 'suv':8B,11B,18C 'y':24C",,2026-06-16 15:52:39.070381+00,2026-06-16 15:52:39.070381+00,{},[]
19f62309-3388-409c-a3dc-aae38c4fcf84,1955af5f-a628-4391-89ef-e56c996b23e9,11111111-aaaa-4aaa-aaaa-000000000001,,Citroën C3 0km,"Hatchback urbano, motor 1.2 PureTech, caja manual o automática. Tecnología, confort y bajo consumo.",,PYG,https://www.citroen.com.py/cotizar.html?modelo=nuevo-c3,https://irzqnonmrfozjywfpxmi.supabase.co/storage/v1/object/public/catalog-media/1955af5f-a628-4391-89ef-e56c996b23e9/11111111-aaaa-4aaa-aaaa-000000000001/image/1781627622826-wtmfn7-basalt-motoriza__o.webp,"{https://www.citroen.com.py/content/dam/citroen/paraguay/c3/colores/visualizer-c3-rojo.png,https://irzqnonmrfozjywfpxmi.supabase.co/storage/v1/object/public/catalog-media/1955af5f-a628-4391-89ef-e56c996b23e9/11111111-aaaa-4aaa-aaaa-000000000001/image/1781627622826-wtmfn7-basalt-motoriza__o.webp,https://irzqnonmrfozjywfpxmi.supabase.co/storage/v1/object/public/catalog-media/1955af5f-a628-4391-89ef-e56c996b23e9/11111111-aaaa-4aaa-aaaa-000000000001/image/1781627623720-cfyb2e-basalt-design-unico.webp}","{""ano"": 2025, ""tipo"": ""Hatchback"", ""marca"": ""Citroën"", ""modelo"": ""C3"", ""condicion"": ""0km"", ""precio_publico"": ""a cotizar""}","{citroen,c3,0km,hatchback,nuevo}",manual,https://www.citroen.com.py/modelos/c3.html,t,"'0km':3A,6B,13B '1.2':19C '2025':9B 'automát':24C 'baj':28C 'c3':2A,5B,12B 'caj':21C 'citroen':4B 'citroën':1A,11B 'confort':26C 'consum':29C 'cotiz':15B 'hatchback':7B,10B,16C 'manual':22C 'motor':18C 'nuev':8B 'puretech':20C 'tecnologí':25C 'urban':17C 'y':27C",,2026-06-16 15:52:39.070381+00,2026-06-16 16:33:53.403969+00,{},[]
b74f0913-54dd-4b03-b732-03152ae394e1,1955af5f-a628-4391-89ef-e56c996b23e9,11111111-aaaa-4aaa-aaaa-000000000001,,Citroën C4 Cactus 1.6 THP Shine — Usado 2024,"SUV Coupé usado certificado. Motor 1.6 turbo flex, automático BVA6, Shine top de gama. Revisión 150 puntos + garantía 6 meses.",0.00,USD,https://automaqusados.com.py/producto/citroen-c4-cactus-1-6-bva6-thp-flex-shine-ano-2024/,https://automaqusados.com.py/wp-content/uploads/2025/02/WhatsApp-Image-2025-02-28-at-11.16.44-600x450.jpeg,{https://automaqusados.com.py/wp-content/uploads/2025/02/WhatsApp-Image-2025-02-28-at-11.16.44-600x450.jpeg},"{""ano"": 2024, ""tipo"": ""SUV"", ""marca"": ""Citroën"", ""motor"": ""1.6 THP Flex"", ""modelo"": ""C4 Cactus"", ""version"": ""Shine"", ""condicion"": ""usado"", ""transmision"": ""Automática BVA6"", ""precio_consulta"": true}","{citroen,""c4 cactus"",usado,suv,certificado}",firecrawl,https://automaqusados.com.py/producto/citroen-c4-cactus-1-6-bva6-thp-flex-shine-ano-2024/,t,"'1.6':4A,18B,33C '150':43C '2024':8A,15B '6':46C 'automát':25B,36C 'bva6':26B,37C 'c4':2A,10B,21B 'cactus':3A,11B,22B 'certific':14B,31C 'citroen':9B 'citroën':1A,17B 'coup':29C 'flex':20B,35C 'gam':41C 'garantí':45C 'mes':47C 'motor':32C 'punt':44C 'revisión':42C 'shin':6A,23B,38C 'suv':13B,16B,28C 'thp':5A,19B 'top':39C 'tru':27B 'turb':34C 'usad':7A,12B,24B,30C",,2026-06-16 15:52:39.070381+00,2026-06-16 15:52:39.070381+00,{},[]
5a06a3f5-9341-452f-9763-4b4e6cf14eb8,1955af5f-a628-4391-89ef-e56c996b23e9,22222222-bbbb-4bbb-bbbb-000000000002,,Peugeot 208 0km,"Hatchback premium europeo, motor 1.6 16V, diseño y tecnología i-Cockpit.",,PYG,https://www.peugeot.com.py/cotizar.html?modelo=208,https://www.peugeot.com.py/content/dam/peugeot/paraguay/2026-enero/nuevo208.png,{https://www.peugeot.com.py/content/dam/peugeot/paraguay/2026-enero/nuevo208.png},"{""ano"": 2025, ""tipo"": ""Hatchback"", ""marca"": ""Peugeot"", ""modelo"": ""208"", ""condicion"": ""0km"", ""precio_publico"": ""a cotizar""}","{peugeot,208,0km,hatchback,nuevo}",manual,https://www.peugeot.com.py/nuestros-modelos/208.html,t,"'0km':3A,6B,13B '1.6':20C '16v':21C '2025':9B '208':2A,5B,12B 'cockpit':27C 'cotiz':15B 'diseñ':22C 'europ':18C 'hatchback':7B,10B,16C 'i':26C 'i-cockpit':25C 'motor':19C 'nuev':8B 'peugeot':1A,4B,11B 'premium':17C 'tecnologí':24C 'y':23C",,2026-06-16 15:52:39.070381+00,2026-06-16 15:52:39.070381+00,{},[]
4fb8915c-7bab-4ce0-b644-87695e12b940,1955af5f-a628-4391-89ef-e56c996b23e9,22222222-bbbb-4bbb-bbbb-000000000002,,Peugeot 2008 SUV 0km,"SUV compacto europeo, motor 1.6 16V o 1.0T, cockpit 3D y alta seguridad.",,PYG,https://www.peugeot.com.py/cotizar.html?modelo=2008,https://www.peugeot.com.py/content/dam/peugeot/paraguay/noviembre2024/new2008-1124.png,{https://www.peugeot.com.py/content/dam/peugeot/paraguay/noviembre2024/new2008-1124.png},"{""ano"": 2025, ""tipo"": ""SUV"", ""marca"": ""Peugeot"", ""modelo"": ""2008"", ""condicion"": ""0km"", ""precio_publico"": ""a cotizar""}","{peugeot,2008,0km,suv,nuevo}",manual,https://www.peugeot.com.py/nuestros-modelos/new-peugeot-2008.html,t,"'0km':4A,7B,14B '1.0':24C '1.6':21C '16v':22C '2008':2A,6B,13B '2025':10B '3d':27C 'alta':29C 'cockpit':26C 'compact':18C 'cotiz':16B 'europ':19C 'motor':20C 'nuev':9B 'peugeot':1A,5B,12B 'seguridad':30C 'suv':3A,8B,11B,17C 't':25C 'y':28C",,2026-06-16 15:52:39.070381+00,2026-06-16 15:52:39.070381+00,{},[]
805f1bcf-2a99-423b-9500-b6ab9483fc22,1955af5f-a628-4391-89ef-e56c996b23e9,22222222-bbbb-4bbb-bbbb-000000000002,,Peugeot 3008 SUV 0km,"SUV mediano premium, 1.6 turbo, suspensión de alto rango y interior i-Cockpit 3D.",,PYG,https://www.peugeot.com.py/cotizar.html?modelo=3008,https://www.peugeot.com.py/content/dam/peugeot/paraguay/octubre2024/3008_.png,{https://www.peugeot.com.py/content/dam/peugeot/paraguay/octubre2024/3008_.png},"{""ano"": 2025, ""tipo"": ""SUV"", ""marca"": ""Peugeot"", ""modelo"": ""3008"", ""condicion"": ""0km"", ""precio_publico"": ""a cotizar""}","{peugeot,3008,0km,suv,nuevo}",manual,https://www.peugeot.com.py/nuestros-modelos/3008-suv.html,t,"'0km':4A,7B,14B '1.6':20C '2025':10B '3008':2A,6B,13B '3d':31C 'alto':24C 'cockpit':30C 'cotiz':16B 'i':29C 'i-cockpit':28C 'interior':27C 'median':18C 'nuev':9B 'peugeot':1A,5B,12B 'premium':19C 'rang':25C 'suspensión':22C 'suv':3A,8B,11B,17C 'turb':21C 'y':26C",,2026-06-16 15:52:39.070381+00,2026-06-16 15:52:39.070381+00,{},[]
17b104c2-b5bd-4f73-a3f3-933d9b5f1a5b,1955af5f-a628-4391-89ef-e56c996b23e9,22222222-bbbb-4bbb-bbbb-000000000002,,Peugeot 2008 Allure 1.0T CVT — Usado 2026,"SUV usado certificado. Motor 1.0 Turbo CVT, versión Allure. Revisión 150 puntos + garantía 6 meses. Cuota desde US$ 405/mes.",22990.00,USD,https://automaqusados.com.py/producto/peugeot-2008-allure-1-0t-cvt-ano-2026/,https://automaqusados.com.py/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-27-at-14.48.48-1-600x407.jpeg,{https://automaqusados.com.py/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-27-at-14.48.48-1-600x407.jpeg},"{""ano"": 2026, ""tipo"": ""SUV"", ""marca"": ""Peugeot"", ""motor"": ""1.0 Turbo"", ""modelo"": ""2008"", ""version"": ""Allure"", ""condicion"": ""usado"", ""transmision"": ""CVT"", ""cuota_mensual_usd"": 405}","{peugeot,2008,usado,suv,certificado,allure}",firecrawl,https://automaqusados.com.py/producto/peugeot-2008-allure-1-0t-cvt-ano-2026/,t,"'1.0':4A,18B,29C '150':35C '2008':2A,10B,20B '2026':8A,15B '405':24B '405/mes':43C '6':38C 'allur':3A,14B,21B,33C 'certific':13B,27C 'cuot':40C 'cvt':6A,23B,31C 'desd':41C 'garantí':37C 'mes':39C 'motor':28C 'peugeot':1A,9B,17B 'punt':36C 'revisión':34C 'suv':12B,16B,25C 't':5A 'turb':19B,30C 'us':42C 'usad':7A,11B,22B,26C 'versión':32C",,2026-06-16 15:52:39.070381+00,2026-06-16 15:52:39.070381+00,{},[]
1dd71d48-3f86-47c0-9725-144e65f22b46,1955af5f-a628-4391-89ef-e56c996b23e9,22222222-bbbb-4bbb-bbbb-000000000002,,Peugeot 2008 Allure Europeo — Usado,"SUV usado certificado, versión europea Allure. Excelente estado. Revisión 150 puntos + garantía. Cuota desde US$ 352/mes.",19990.00,USD,https://automaqusados.com.py/producto/peugeot-2008-allure-europeo/,https://automaqusados.com.py/wp-content/uploads/2025/02/CDA3625-600x400.jpg,{https://automaqusados.com.py/wp-content/uploads/2025/02/CDA3625-600x400.jpg},"{""tipo"": ""SUV"", ""marca"": ""Peugeot"", ""modelo"": ""2008"", ""version"": ""Allure Europeo"", ""condicion"": ""usado"", ""cuota_mensual_usd"": 352}","{peugeot,2008,usado,suv,certificado,europeo}",firecrawl,https://automaqusados.com.py/producto/peugeot-2008-allure-europeo/,t,"'150':28C '2008':2A,7B,14B '352':18B '352/mes':34C 'allur':3A,15B,24C 'certific':10B,21C 'cuot':31C 'desd':32C 'estad':26C 'europ':4A,11B,16B,23C 'excelent':25C 'garantí':30C 'peugeot':1A,6B,13B 'punt':29C 'revisión':27C 'suv':9B,12B,19C 'us':33C 'usad':5A,8B,17B,20C 'versión':22C",,2026-06-16 15:52:39.070381+00,2026-06-16 15:52:39.070381+00,{},[]
e7afcc94-c819-4f34-ab33-d8868d7bd0a1,1955af5f-a628-4391-89ef-e56c996b23e9,22222222-bbbb-4bbb-bbbb-000000000002,,Peugeot 5008 Active 2.0 HDi 150 EAT6 — Usado 2021,"SUV familiar 7 asientos, motor 2.0 HDi diesel 150cv, automático EAT6. Premium europeo. Cuota desde US$ 387/mes.",21990.00,USD,https://automaqusados.com.py/producto/peugeot-5008-active-2-0-hdi-150-eat6-ano-2021/,https://automaqusados.com.py/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-16.59.45-600x417.jpeg,{https://automaqusados.com.py/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-16.59.45-600x417.jpeg},"{""ano"": 2021, ""tipo"": ""SUV 7 asientos"", ""marca"": ""Peugeot"", ""motor"": ""2.0 HDi 150cv diesel"", ""modelo"": ""5008"", ""version"": ""Active"", ""condicion"": ""usado"", ""transmision"": ""Automática EAT6"", ""cuota_mensual_usd"": 387}","{peugeot,5008,usado,suv,diesel,7-asientos}",firecrawl,https://automaqusados.com.py/producto/peugeot-5008-active-2-0-hdi-150-eat6-ano-2021/,t,"'150':6A '150cv':24B,40C '2.0':4A,22B,37C '2021':9A,17B '387':31B '387/mes':48C '5008':2A,11B,26B '7':15B,19B,34C 'activ':3A,27B 'asient':16B,20B,35C 'automát':29B,41C 'cuot':45C 'desd':46C 'diesel':14B,25B,39C 'eat6':7A,30B,42C 'europ':44C 'famili':33C 'hdi':5A,23B,38C 'motor':36C 'peugeot':1A,10B,21B 'premium':43C 'suv':13B,18B,32C 'us':47C 'usad':8A,12B,28B",,2026-06-16 15:52:39.070381+00,2026-06-16 15:52:39.070381+00,{},[]
